brand,product_name,category,sub_category,features,reviews,skin_type,price
아이오페,아이오페 클렌징 제품 181,스킨 케어,클렌징,미세먼지 제거,향과 사용감에 대한 만족도가 높음,지성,68000
헤라,헤라 모이스처라이징 제품 182,스킨 케어,모이스처라이징,고보습,재구매율이 높은 제품,복합성,47000
오설록,오설록 이너뷰티 제품 183,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,모든 피부,108000
헤라,헤라 선케어 제품 184,베이비,선케어,자외선 차단,향과 사용감에 대한 만족도가 높음,모든 피부,80000
이니스프리,이니스프리 이너뷰티 제품 185,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,지성,75000
에스트라,에스트라 헤어케어 제품 186,남성,헤어케어,저자극,재구매율이 높은 제품,지성,51000
에이피뷰티,에이피뷰티 이너뷰티 제품 187,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,민감성,65000
롱테이크,롱테이크 이너뷰티 제품 188,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,모든 피부,28000
설화수,설화수 선케어 제품 189,베이비,선케어,민감피부 사용 가능,재구매율이 높은 제품,모든 피부,45000
프리메라,프리메라 아이 제품 190,메이크업,아이,롱래스팅,자극 없이 순하다는 평가가 많음,모든 피부,138000
바이탈뷰티,바이탈뷰티 네일 제품 191,메이크업,네일,선명한 컬러,향과 사용감에 대한 만족도가 높음,모든 피부,72000
아이오페,아이오페 구강 제품 192,생활용품,구강,저자극,자극 없이 순하다는 평가가 많음,복합성,46000
헤라,헤라 스페셜 케어 제품 193,스킨 케어,스페셜 케어,집중 케어,재구매율이 높은 제품,민감성,113000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 194,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,건성,76000
라네즈,라네즈 스페셜 케어 제품 195,스킨 케어,스페셜 케어,미백 기능성,재구매율이 높은 제품,복합성,107000
설화수,설화수 이너뷰티 제품 196,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,건성,143000
한율,한율 이너뷰티 제품 197,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,모든 피부,89000
오설록,오설록 이너뷰티 제품 198,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,건성,126000
헤라,헤라 선케어 제품 199,베이비,선케어,민감피부 사용 가능,재구매율이 높은 제품,건성,99000
아이오페,아이오페 썬/BB 크림 제품 200,남성,썬/BB 크림,데일리 사용,가성비가 좋다는 의견이 많음,지성,92000
마몽드,마몽드 립 제품 201,메이크업,립,보습감,자극 없이 순하다는 평가가 많음,민감성,93000
롱테이크,롱테이크 선케어 제품 202,스킨 케어,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,지성,9000
이니스프리,이니스프리 퍼퓸 제품 203,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,복합성,76000
에이피뷰티,에이피뷰티 이너뷰티 제품 204,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,지성,115000
헤라,헤라 이너뷰티 제품 205,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,건성,21000
라네즈,라네즈 쉐이빙 제품 206,남성,쉐이빙,데일리 사용,재구매율이 높은 제품,모든 피부,75000
롱테이크,롱테이크 스페셜 케어 제품 207,스킨 케어,스페셜 케어,집중 케어,효과 체감이 빠르다는 리뷰 다수,민감성,13000
마몽드,마몽드 이너뷰티 제품 208,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,모든 피부,145000
에스트라,에스트라 이너뷰티 제품 209,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,모든 피부,23000
한율,한율 퍼퓸 제품 210,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,지성,64000
라네즈,라네즈 스킨/바디 케어 제품 211,베이비,스킨/바디 케어,데일리 사용,자극 없이 순하다는 평가가 많음,건성,119000
오설록,오설록 퍼퓸 제품 212,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,모든 피부,61000
아모레베이직,아모레베이직 립 제품 213,메이크업,립,보습감,재구매율이 높은 제품,모든 피부,21000
아모레베이직,아모레베이직 이너뷰티 제품 214,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,복합성,124000
프리메라,프리메라 페이스 제품 215,메이크업,페이스,피부톤 보정,가성비가 좋다는 의견이 많음,복합성,17000
라네즈,라네즈 퍼퓸 제품 216,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,지성,136000
설화수,설화수 클렌징 제품 217,스킨 케어,클렌징,보습 유지,향과 사용감에 대한 만족도가 높음,모든 피부,142000
라네즈,라네즈 바디 제품 218,생활용품,바디,산뜻한 마무리,가성비가 좋다는 의견이 많음,건성,71000
바이탈뷰티,바이탈뷰티 선케어 제품 219,베이비,선케어,민감피부 사용 가능,가성비가 좋다는 의견이 많음,모든 피부,33000
설화수,설화수 모이스처라이징 제품 220,스킨 케어,모이스처라이징,고보습,향과 사용감에 대한 만족도가 높음,지성,14000
한율,한율 스킨로션 제품 221,남성,스킨로션,데일리 사용,향과 사용감에 대한 만족도가 높음,모든 피부,30000
아이오페,아이오페 페이스 제품 222,메이크업,페이스,자연스러운 커버,향과 사용감에 대한 만족도가 높음,민감성,113000
롱테이크,롱테이크 이너뷰티 제품 223,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,건성,94000
헤라,헤라 클렌징 제품 224,스킨 케어,클렌징,저자극 세정,향과 사용감에 대한 만족도가 높음,복합성,71000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 225,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,민감성,76000
에이피뷰티,에이피뷰티 클렌징 제품 226,스킨 케어,클렌징,저자극 세정,가성비가 좋다는 의견이 많음,민감성,83000
라네즈,라네즈 이너뷰티 제품 227,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,지성,11000
헤라,헤라 모이스처라이징 제품 228,스킨 케어,모이스처라이징,고보습,재구매율이 높은 제품,건성,110000
마몽드,마몽드 이너뷰티 제품 229,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,지성,79000
오설록,오설록 바디 제품 230,생활용품,바디,산뜻한 마무리,자극 없이 순하다는 평가가 많음,민감성,50000
프리메라,프리메라 바디케어 제품 231,남성,바디케어,저자극,자극 없이 순하다는 평가가 많음,민감성,27000
바이탈뷰티,바이탈뷰티 네일 제품 232,메이크업,네일,선명한 컬러,재구매율이 높은 제품,민감성,127000
에이피뷰티,에이피뷰티 모이스처라이징 제품 233,스킨 케어,모이스처라이징,장벽 강화,자극 없이 순하다는 평가가 많음,지성,82000
한율,한율 이너뷰티 제품 234,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,모든 피부,32000
에이피뷰티,에이피뷰티 팩마스크 제품 235,남성,팩마스크,데일리 사용,재구매율이 높은 제품,모든 피부,10000
롱테이크,롱테이크 헤어케어 제품 236,남성,헤어케어,저자극,자극 없이 순하다는 평가가 많음,건성,145000
라네즈,라네즈 이너뷰티 제품 237,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,복합성,110000
아이오페,아이오페 구강 제품 238,생활용품,구강,구취 제거,재구매율이 높은 제품,복합성,127000
이니스프리,이니스프리 퍼퓸 제품 239,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,민감성,67000
한율,한율 클렌징 제품 240,스킨 케어,클렌징,보습 유지,효과 체감이 빠르다는 리뷰 다수,건성,144000
이니스프리,이니스프리 이너뷰티 제품 241,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,민감성,81000
라네즈,라네즈 쉐이빙 제품 242,남성,쉐이빙,저자극,향과 사용감에 대한 만족도가 높음,지성,44000
한율,한율 쉐이빙 제품 243,남성,쉐이빙,저자극,가성비가 좋다는 의견이 많음,건성,98000
아이오페,아이오페 구강 제품 244,생활용품,구강,저자극,재구매율이 높은 제품,지성,101000
설화수,설화수 스페셜 케어 제품 245,스킨 케어,스페셜 케어,집중 케어,효과 체감이 빠르다는 리뷰 다수,복합성,61000
바이탈뷰티,바이탈뷰티 바디 제품 246,생활용품,바디,산뜻한 마무리,효과 체감이 빠르다는 리뷰 다수,모든 피부,33000
라네즈,라네즈 퍼퓸 제품 247,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,모든 피부,17000
한율,한율 선케어 제품 248,베이비,선케어,자외선 차단,가성비가 좋다는 의견이 많음,모든 피부,147000
아이오페,아이오페 퍼퓸 제품 249,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,건성,22000
아이오페,아이오페 헤어 제품 250,생활용품,헤어,손상 케어,재구매율이 높은 제품,건성,81000
에이피뷰티,에이피뷰티 선케어 제품 251,베이비,선케어,자외선 차단,재구매율이 높은 제품,복합성,99000
오설록,오설록 구강 제품 252,생활용품,구강,저자극,효과 체감이 빠르다는 리뷰 다수,지성,8000
에스트라,에스트라 스킨로션 제품 253,남성,스킨로션,데일리 사용,효과 체감이 빠르다는 리뷰 다수,복합성,19000
에스트라,에스트라 클렌져 제품 254,남성,클렌져,데일리 사용,가성비가 좋다는 의견이 많음,지성,68000
이니스프리,이니스프리 스킨/바디 케어 제품 255,베이비,스킨/바디 케어,데일리 사용,가성비가 좋다는 의견이 많음,복합성,102000
한율,한율 치크 제품 256,메이크업,치크,생기 부여,향과 사용감에 대한 만족도가 높음,민감성,32000
헤라,헤라 페이스 제품 257,메이크업,페이스,자연스러운 커버,효과 체감이 빠르다는 리뷰 다수,건성,111000
아모레베이직,아모레베이직 퍼퓸 제품 258,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,지성,17000
마몽드,마몽드 모이스처라이징 제품 259,스킨 케어,모이스처라이징,장벽 강화,향과 사용감에 대한 만족도가 높음,복합성,116000
에이피뷰티,에이피뷰티 이너뷰티 제품 260,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,지성,33000
이니스프리,이니스프리 스킨/바디 케어 제품 261,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,민감성,136000
롱테이크,롱테이크 이너뷰티 제품 262,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,복합성,86000
한율,한율 헤어케어 제품 263,남성,헤어케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,지성,67000
아이오페,아이오페 퍼퓸 제품 264,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,복합성,92000
헤라,헤라 아이 제품 265,메이크업,아이,번짐 방지,가성비가 좋다는 의견이 많음,복합성,18000
한율,한율 클렌져 제품 266,남성,클렌져,저자극,효과 체감이 빠르다는 리뷰 다수,지성,130000
에이피뷰티,에이피뷰티 선케어 제품 267,베이비,선케어,백탁 없음,자극 없이 순하다는 평가가 많음,복합성,77000
롱테이크,롱테이크 네일 제품 268,메이크업,네일,빠른 건조,효과 체감이 빠르다는 리뷰 다수,건성,142000
아이오페,아이오페 선케어 제품 269,베이비,선케어,민감피부 사용 가능,향과 사용감에 대한 만족도가 높음,건성,18000
이니스프리,이니스프리 스킨/바디 케어 제품 270,베이비,스킨/바디 케어,데일리 사용,가성비가 좋다는 의견이 많음,민감성,86000
아이오페,아이오페 모이스처라이징 제품 271,스킨 케어,모이스처라이징,수분 지속,향과 사용감에 대한 만족도가 높음,민감성,112000
롱테이크,롱테이크 이너뷰티 제품 272,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,지성,66000
아이오페,아이오페 스킨/바디 케어 제품 273,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,건성,145000
바이탈뷰티,바이탈뷰티 구강 제품 274,생활용품,구강,저자극,자극 없이 순하다는 평가가 많음,복합성,38000
아모레베이직,아모레베이직 퍼퓸 제품 275,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,민감성,15000
바이탈뷰티,바이탈뷰티 이너뷰티 제품 276,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,지성,90000
아모레베이직,아모레베이직 클렌져 제품 277,남성,클렌져,저자극,효과 체감이 빠르다는 리뷰 다수,모든 피부,17000
아모레베이직,아모레베이직 퍼퓸 제품 278,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,민감성,48000
아모레베이직,아모레베이직 구강 제품 279,생활용품,구강,저자극,가성비가 좋다는 의견이 많음,건성,13000
라네즈,라네즈 모이스처라이징 제품 280,스킨 케어,모이스처라이징,고보습,효과 체감이 빠르다는 리뷰 다수,건성,106000
롱테이크,롱테이크 퍼퓸 제품 281,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,지성,47000
설화수,설화수 헤어 제품 282,생활용품,헤어,손상 케어,재구매율이 높은 제품,건성,59000
아이오페,아이오페 클렌징 제품 283,스킨 케어,클렌징,미세먼지 제거,재구매율이 높은 제품,모든 피부,124000
에스트라,에스트라 네일 제품 284,메이크업,네일,빠른 건조,가성비가 좋다는 의견이 많음,민감성,30000
라네즈,라네즈 이너뷰티 제품 285,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,모든 피부,145000
바이탈뷰티,바이탈뷰티 치크 제품 286,메이크업,치크,생기 부여,가성비가 좋다는 의견이 많음,민감성,131000
바이탈뷰티,바이탈뷰티 팩마스크 제품 287,남성,팩마스크,데일리 사용,재구매율이 높은 제품,복합성,100000
아모레베이직,아모레베이직 모이스처라이징 제품 288,스킨 케어,모이스처라이징,고보습,가성비가 좋다는 의견이 많음,지성,90000
에이피뷰티,에이피뷰티 바디 제품 289,생활용품,바디,산뜻한 마무리,향과 사용감에 대한 만족도가 높음,건성,45000
마몽드,마몽드 메이크업 제품 290,남성,메이크업,저자극,재구매율이 높은 제품,복합성,61000
바이탈뷰티,바이탈뷰티 모이스처라이징 제품 291,스킨 케어,모이스처라이징,장벽 강화,자극 없이 순하다는 평가가 많음,민감성,65000
아모레베이직,아모레베이직 스킨/바디 케어 제품 292,베이비,스킨/바디 케어,저자극,가성비가 좋다는 의견이 많음,모든 피부,37000
프리메라,프리메라 이너뷰티 제품 293,뷰티푸드,이너뷰티,피부 건강 개선,가성비가 좋다는 의견이 많음,지성,102000
한율,한율 이너뷰티 제품 294,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,복합성,91000
바이탈뷰티,바이탈뷰티 스킨/바디 케어 제품 295,베이비,스킨/바디 케어,저자극,향과 사용감에 대한 만족도가 높음,건성,43000
롱테이크,롱테이크 바디케어 제품 296,남성,바디케어,저자극,가성비가 좋다는 의견이 많음,민감성,84000
바이탈뷰티,바이탈뷰티 스페셜 케어 제품 297,스킨 케어,스페셜 케어,집중 케어,재구매율이 높은 제품,민감성,32000
에이피뷰티,에이피뷰티 구강 제품 298,생활용품,구강,구취 제거,재구매율이 높은 제품,지성,14000
이니스프리,이니스프리 헤어 제품 299,생활용품,헤어,손상 케어,향과 사용감에 대한 만족도가 높음,복합성,86000
이니스프리,이니스프리 이너뷰티 제품 300,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,복합성,96000
아모레베이직,아모레베이직 이너뷰티 제품 301,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,민감성,14000
아이오페,아이오페 퍼퓸 제품 302,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,건성,96000
라네즈,라네즈 퍼퓸 제품 303,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,민감성,67000
헤라,헤라 스페셜 케어 제품 304,스킨 케어,스페셜 케어,미백 기능성,재구매율이 높은 제품,복합성,17000
롱테이크,롱테이크 페이스 제품 305,메이크업,페이스,피부톤 보정,향과 사용감에 대한 만족도가 높음,지성,36000
설화수,설화수 선케어 제품 306,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,건성,73000
한율,한율 립 제품 307,메이크업,립,선명한 발색,효과 체감이 빠르다는 리뷰 다수,민감성,131000
에스트라,에스트라 선케어 제품 308,스킨 케어,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,모든 피부,40000
라네즈,라네즈 립 제품 309,메이크업,립,선명한 발색,자극 없이 순하다는 평가가 많음,지성,28000
에스트라,에스트라 퍼퓸 제품 310,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,민감성,72000
오설록,오설록 모이스처라이징 제품 311,스킨 케어,모이스처라이징,장벽 강화,향과 사용감에 대한 만족도가 높음,지성,56000
프리메라,프리메라 선케어 제품 312,스킨 케어,선케어,민감피부 사용 가능,자극 없이 순하다는 평가가 많음,민감성,40000
라네즈,라네즈 퍼퓸 제품 313,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,115000
아이오페,아이오페 페이스 제품 314,메이크업,페이스,피부톤 보정,효과 체감이 빠르다는 리뷰 다수,민감성,81000
아이오페,아이오페 선케어 제품 315,베이비,선케어,백탁 없음,가성비가 좋다는 의견이 많음,지성,9000
아이오페,아이오페 구강 제품 316,생활용품,구강,저자극,가성비가 좋다는 의견이 많음,민감성,64000
프리메라,프리메라 에센스크림 제품 317,남성,에센스크림,저자극,재구매율이 높은 제품,복합성,47000
아모레베이직,아모레베이직 썬/BB 크림 제품 318,남성,썬/BB 크림,데일리 사용,가성비가 좋다는 의견이 많음,모든 피부,96000
바이탈뷰티,바이탈뷰티 메이크업 제품 319,남성,메이크업,저자극,효과 체감이 빠르다는 리뷰 다수,민감성,82000
에이피뷰티,에이피뷰티 스킨/바디 케어 제품 320,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,건성,33000
설화수,설화수 헤어 제품 321,생활용품,헤어,손상 케어,향과 사용감에 대한 만족도가 높음,민감성,100000
한율,한율 아이 제품 322,메이크업,아이,롱래스팅,가성비가 좋다는 의견이 많음,건성,66000
바이탈뷰티,바이탈뷰티 이너뷰티 제품 323,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,지성,136000
마몽드,마몽드 헤어 제품 324,생활용품,헤어,윤기 강화,가성비가 좋다는 의견이 많음,복합성,37000
에스트라,에스트라 선케어 제품 325,베이비,선케어,민감피부 사용 가능,자극 없이 순하다는 평가가 많음,민감성,28000
마몽드,마몽드 선케어 제품 326,베이비,선케어,자외선 차단,자극 없이 순하다는 평가가 많음,건성,64000
에이피뷰티,에이피뷰티 선케어 제품 327,베이비,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,건성,84000
아이오페,아이오페 바디 제품 328,생활용품,바디,산뜻한 마무리,향과 사용감에 대한 만족도가 높음,민감성,92000
라네즈,라네즈 선케어 제품 329,베이비,선케어,자외선 차단,재구매율이 높은 제품,복합성,13000
마몽드,마몽드 이너뷰티 제품 330,뷰티푸드,이너뷰티,피부 건강 개선,재구매율이 높은 제품,모든 피부,36000
설화수,설화수 바디 제품 331,생활용품,바디,산뜻한 마무리,자극 없이 순하다는 평가가 많음,복합성,73000
이니스프리,이니스프리 퍼퓸 제품 332,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,모든 피부,121000
설화수,설화수 페이스 제품 333,메이크업,페이스,피부톤 보정,가성비가 좋다는 의견이 많음,모든 피부,107000
설화수,설화수 스킨/바디 케어 제품 334,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,건성,47000
헤라,헤라 립 제품 335,메이크업,립,선명한 발색,향과 사용감에 대한 만족도가 높음,지성,133000
마몽드,마몽드 에센스크림 제품 336,남성,에센스크림,저자극,자극 없이 순하다는 평가가 많음,민감성,20000
라네즈,라네즈 스킨/바디 케어 제품 337,베이비,스킨/바디 케어,데일리 사용,재구매율이 높은 제품,건성,75000
아모레베이직,아모레베이직 이너뷰티 제품 338,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,복합성,144000
아이오페,아이오페 구강 제품 339,생활용품,구강,저자극,향과 사용감에 대한 만족도가 높음,복합성,103000
한율,한율 퍼퓸 제품 340,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,24000
아모레베이직,아모레베이직 헤어 제품 341,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,건성,24000
이니스프리,이니스프리 이너뷰티 제품 342,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,건성,14000
프리메라,프리메라 스킨/바디 케어 제품 343,베이비,스킨/바디 케어,데일리 사용,자극 없이 순하다는 평가가 많음,지성,68000
헤라,헤라 이너뷰티 제품 344,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,건성,62000
한율,한율 이너뷰티 제품 345,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,건성,41000
에스트라,에스트라 헤어 제품 346,생활용품,헤어,윤기 강화,효과 체감이 빠르다는 리뷰 다수,지성,65000
헤라,헤라 이너뷰티 제품 347,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,건성,21000
에이피뷰티,에이피뷰티 퍼퓸 제품 348,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,민감성,139000
아모레베이직,아모레베이직 헤어 제품 349,생활용품,헤어,윤기 강화,자극 없이 순하다는 평가가 많음,민감성,8000
설화수,설화수 퍼퓸 제품 350,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,건성,72000
마몽드,마몽드 스페셜 케어 제품 351,스킨 케어,스페셜 케어,미백 기능성,가성비가 좋다는 의견이 많음,복합성,21000
한율,한율 바디 제품 352,생활용품,바디,보습 강화,향과 사용감에 대한 만족도가 높음,지성,63000
라네즈,라네즈 이너뷰티 제품 353,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,모든 피부,118000
라네즈,라네즈 이너뷰티 제품 354,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,건성,33000
바이탈뷰티,바이탈뷰티 이너뷰티 제품 355,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,건성,83000
이니스프리,이니스프리 클렌징 제품 356,스킨 케어,클렌징,저자극 세정,재구매율이 높은 제품,민감성,85000
롱테이크,롱테이크 선케어 제품 357,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,지성,36000
라네즈,라네즈 스킨/바디 케어 제품 358,베이비,스킨/바디 케어,저자극,향과 사용감에 대한 만족도가 높음,복합성,118000
이니스프리,이니스프리 퍼퓸 제품 359,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,15000
